publication_id,primary_source_id,companion_source_ids,title,publisher,publisher_domain,publication_date,publication_date_precision,publication_date_method,publication_year,source_type,relevance_basis,statistical_use,primary_url,all_urls,retrieval_methods,duplicate_group,source_record_count,max_token_count,tag_count,metric_count,ioc_count,threat_groups,campaigns,sectors,countries_or_regions,targets,kill_chain_phases,mitre_tactics,mitre_attack_ids,ttps,attack_vectors,ai_use_cases,ai_technologies,llm_providers,llm_models,malicious_ai_tools,malware_or_tools,data_types,infrastructure,actor_motivations,impacts,evidence_landscape,cves,manual_review_required,content_quality,analysis_inclusion,ai_relevance,ai_term_count,offense_term_count
pub-074,src-074,,International scientific report on the safety of advanced AI: interim report - GOV.UK,UK Government,gov.uk,2025-10-22,day,text,2025,forecast_or_assessment,"threat assessment, forecast, or red-team study",context_only,https://www.gov.uk/government/publications/international-scientific-report-on-the-safety-of-advanced-ai/international-scientific-report-on-the-safety-of-advanced-ai-interim-report,https://www.gov.uk/government/publications/international-scientific-report-on-the-safety-of-advanced-ai/international-scientific-report-on-the-safety-of-advanced-ai-interim-report,direct,,1,75502,87,50,26,,,Artificial Intelligence|Defense|Education|Energy|Financial Services|Government|Healthcare|Hospitality|Legal Services|Nonprofit / NGO|Technology|Telecommunications|Transportation and Logistics,Africa|Brazil|Canada|China|European Union|France|Germany|India|Israel|Japan|Ukraine|United Kingdom|United States,AI researchers and experts|Consumers or individuals|Developers|Employees|Executives,Actions on Objectives|Delivery|Exploitation,Collection|Defense Evasion|Discovery|Execution|Initial Access|Privilege Escalation,,Business email compromise|Deepfake impersonation|Defense evasion|Spearphishing,Business email compromise|Spearphishing,Deepfake video or image|Deepfake voice|Identity fraud and impersonation|Influence operations|Obfuscation and evasion|Translation and localization|Vulnerability research,Agentic AI|Computer vision / OCR|Deepfake / synthetic media|Generative AI|Large language model|Speech or voice synthesis,Anthropic|Google|Meta|Microsoft|Mistral AI|OpenAI|xAI,ChatGPT|Claude|Gemini|GPT-4|Llama|Microsoft Copilot|Mistral / Mixtral,FraudGPT|WormGPT,,Credentials and passwords|Documents and files|Financial and payment data|Personally identifiable information,Browser|Email|Social media,Influence / information operations,Service disruption,Controlled study|Forecast or prediction|In-the-wild observed,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,1907,211
pub-075,src-075,,"X-Force Threat Intelligence Index 2024 reveals stolen credentials as top risk, with AI attacks on the horizon | IBM",IBM X-Force,ibm.com,2025-04-02,day,metadata,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.ibm.com/think/x-force/2024-x-force-threat-intelligence-index,https://www.ibm.com/think/x-force/2024-x-force-threat-intelligence-index,direct,,1,1564,18,13,0,,,,,Executives,Actions on Objectives|Delivery|Exploitation,Discovery|Impact|Initial Access,,Credential theft,,,Generative AI,,,,CL0P ransomware,Credentials and passwords|Documents and files,Browser,,Credential compromise|Data theft or exfiltration|Ransomware or extortion,Incident response|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,26,52
pub-076,src-076,,The adversary didn’t wait. Neither should you. | IBM,IBM X-Force,ibm.com,2026-04-30,day,metadata,2026,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.ibm.com/think/x-force/adversary-didnt-wait-neither-should-you,https://www.ibm.com/think/x-force/adversary-didnt-wait-neither-should-you,direct,,1,1616,15,2,0,,,,,Security researchers,Delivery|Reconnaissance,Initial Access|Lateral Movement|Reconnaissance,,Spearphishing,Spearphishing,Reconnaissance and target research|Vulnerability research,Generative AI|Large language model,,,,,,,,,In-the-wild observed|Incident response|Proof of concept,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,34,39
pub-077,src-077,,Hive0137 on an AI journey | IBM,IBM X-Force,ibm.com,2025-04-04,day,metadata,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.ibm.com/think/x-force/hive0137-on-ai-journey,https://www.ibm.com/think/x-force/hive0137-on-ai-journey,direct,,1,3235,39,4,8,TA571|TA577,Operation Endgame,Hospitality,Russia,Executives,Actions on Objectives|Command and Control|Delivery|Installation,Collection|Command and Control|Defense Evasion|Execution|Impact|Initial Access,,Command and control|MFA/session-token theft|Obfuscation|Phishing link or attachment|PowerShell execution,,Malware development|Obfuscation and evasion|Phishing and lure generation|Translation and localization,Generative AI|Large language model,,,,BlackBasta ransomware|DarkGate|NetSupport|NetSupport RAT,Credentials and passwords|Documents and files|Financial and payment data,Email,,Ransomware or extortion,Controlled study|Forecast or prediction|Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,28,102
pub-078,src-078,,Internet Crime Complaint Center (IC3) | Criminals Use Generative Artificial Intelligence to Facilitate Financial Fraud,FBI IC3,ic3.gov,2024-12-03,day,metadata,2024,government_or_law_enforcement,"official advisory, fraud alert, or regional threat report",context_or_incident,https://www.ic3.gov/PSA/2024/PSA241203,https://www.ic3.gov/PSA/2024/PSA241203,direct,,1,998,19,0,0,,,Cryptocurrency|Financial Services|Government,,Executives,Actions on Objectives|Delivery|Exploitation,Initial Access,,Phishing link or attachment|Spearphishing,Spearphishing,Identity fraud and impersonation,Generative AI,,,,,Credentials and passwords|Documents and files,Email|Social media,,Financial fraud|Ransomware or extortion,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,28,22
pub-079,src-079,,INTERPOL report finds AI linked to more than half of cybercrime in Africa,INTERPOL,interpol.int,2026-08-03,day,text,2026,government_or_law_enforcement,"official advisory, fraud alert, or regional threat report",context_or_incident,https://www.interpol.int/News-and-Events/News/2026/INTERPOL-report-finds-AI-linked-to-more-than-half-of-cybercrime-in-Africa,https://www.interpol.int/News-and-Events/News/2026/INTERPOL-report-finds-AI-linked-to-more-than-half-of-cybercrime-in-Africa,direct,,1,929,31,1,0,,Operation Contender|Operation Red Card|Operation Sentinel|Operation Serengeti,Financial Services|Media|Telecommunications,Africa|France|United Kingdom,Consumers or individuals,Actions on Objectives|Delivery|Exploitation|Reconnaissance,Impact|Initial Access|Reconnaissance,,Business email compromise|Credential harvesting,Business email compromise|Credential theft,Deepfake video or image|Reconnaissance and target research,Deepfake / synthetic media,,,,,Credentials and passwords|Documents and files,Email|Social media,,Financial fraud|Ransomware or extortion,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,14,11
pub-081,src-081,,Q1 2024 Threat Landscape Report: Insider Threat & Phishing Evolve Under AI Auspices,Kroll,kroll.com,2024-05-22,day,metadata,2024,other,requires manual relevance review,do_not_aggregate,https://www.kroll.com/en/reports/cyber/threat-intelligence-reports/q1-2024-threat-landscape-report-insider-threat-phishing-evolve-under-ai,https://www.kroll.com/en/reports/cyber/threat-intelligence-reports/q1-2024-threat-landscape-report-insider-threat-phishing-evolve-under-ai,jina_reader_proxy,,1,2970,43,12,0,Akira|APT43 / Kimsuky,,Financial Services|Telecommunications,,Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation,Command and Control|Impact|Initial Access,,Business email compromise|Command and control|Deepfake impersonation|Supply-chain compromise|Voice phishing / vishing,Business email compromise|Supply chain|Vishing,Deepfake video or image|Deepfake voice|Identity fraud and impersonation,Deepfake / synthetic media|Speech or voice synthesis,,,,AKIRA ransomware|DarkGate|PLAY ransomware,Credentials and passwords|Documents and files,Browser|Email|Mobile,Financial,Ransomware or extortion,Forecast or prediction|Incident response|Threat landscape report,CVE-2023-36025|CVE-2024-1708|CVE-2024-1709|CVE-2024-21412,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,20,78
pub-082,src-082,,Staying ahead of threat actors in the age of AI,Microsoft,microsoft.com,2024-02-14,day,metadata,2024,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.microsoft.com/en-us/security/blog/2024/02/14/staying-ahead-of-threat-actors-in-the-age-of-ai/,https://www.microsoft.com/en-us/security/blog/2024/02/14/staying-ahead-of-threat-actors-in-the-age-of-ai/,direct,,1,3759,70,1,0,APT28 / Fancy Bear|APT43 / Kimsuky|APT28|APT4,,Defense|Education|Financial Services|Government|Nonprofit / NGO|Technology|Transportation and Logistics,China|France|Iran|North Korea|Russia|Taiwan|Ukraine|United States,Consumers or individuals|Developers|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance|Weaponization,Command and Control|Defense Evasion|Execution|Impact|Initial Access|Persistence|Reconnaissance|Resource Development,,CAPTCHA bypass|Command and control|Credential harvesting|Defense evasion|Malware generation|MFA/session-token theft|Spearphishing,Credential theft|Spearphishing,CAPTCHA bypass|Identity fraud and impersonation|Malware development|Obfuscation and evasion|Reconnaissance and target research|Translation and localization|Vulnerability research,Generative AI|Large language model,Microsoft|OpenAI,ChatGPT|Microsoft Copilot,,DeadLock ransomware,Credentials and passwords|Documents and files,Email|Messaging platform|Social media,Financial,Ransomware or extortion,Controlled study|Forecast or prediction,CVE-2022-30190,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,131,93
pub-083,src-083,,Cyber Signals Issue 6: AI Cyber Defense for Threats | Security Insider,Microsoft,microsoft.com,2023-11,month,text_month,2023,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.microsoft.com/en-us/security/security-insider/threat-landscape/cyber-signals-issue-6-navigating-cyberthreats-and-strengthening-defenses,https://www.microsoft.com/en-us/security/security-insider/threat-landscape/cyber-signals-issue-6-navigating-cyberthreats-and-strengthening-defenses,direct,,1,2849,58,3,1,APT43 / Kimsuky,,Defense|Financial Services|Government|Nonprofit / NGO|Technology|Transportation and Logistics,Brazil|China|France|Iran|North Korea|Russia|Taiwan|United States,Consumers or individuals|Developers|Employees,Actions on Objectives|Delivery|Exploitation|Reconnaissance|Weaponization,Defense Evasion|Initial Access|Reconnaissance|Resource Development,,Deepfake impersonation|Defense evasion|Malware generation|Obfuscation|Prompt injection|Spearphishing|Voice phishing / vishing,Smishing|Spearphishing|Vishing,Deepfake video or image|Deepfake voice|Identity fraud and impersonation|Malware development|Obfuscation and evasion|Reconnaissance and target research,Deepfake / synthetic media|Generative AI|Large language model|Speech or voice synthesis,Microsoft|OpenAI,ChatGPT|Microsoft Copilot,,,,Browser|Email|Endpoint|Messaging platform,,,Controlled study|Forecast or prediction|Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,83,56
pub-084,src-084,,Impact of AI on cyber threat from now to 2027 | National Cyber Security Centre,UK Government,ncsc.gov.uk,2025-05-07,day,metadata,2025,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.ncsc.gov.uk/report/impact-ai-cyber-threat-now-2027,https://www.ncsc.gov.uk/report/impact-ai-cyber-threat-now-2027,direct,,1,2336,42,0,0,,,Education|Government,,Developers,Actions on Objectives|Delivery|Exploitation|Reconnaissance|Weaponization,Credential Access|Defense Evasion|Discovery|Exfiltration|Impact|Initial Access|Reconnaissance,,Credential theft|Data exfiltration|Defense evasion|Exploit development|Malware generation|Prompt injection|Supply-chain compromise,Credential theft|Supply chain,Exploit development|Influence operations|Malware development|Obfuscation and evasion|Reconnaissance and target research|Vulnerability research,Agentic AI|Generative AI,,,,,Credentials and passwords|Documents and files,Social media,Disruption / destruction|Hacktivism|Influence / information operations,Data theft or exfiltration|Ransomware or extortion,Controlled study|Forecast or prediction,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,82,49
pub-085,src-085,,The near-term impact of AI on the cyber threat | National Cyber Security Centre,UK Government,ncsc.gov.uk,2024-01-24,day,metadata,2024,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.ncsc.gov.uk/report/impact-of-ai-on-cyber-threat,https://www.ncsc.gov.uk/report/impact-of-ai-on-cyber-threat,direct,,1,2470,36,0,0,,,Education|Government,,,Actions on Objectives|Delivery|Exploitation|Reconnaissance|Weaponization,Defense Evasion|Exfiltration|Impact|Initial Access|Lateral Movement|Reconnaissance,,Data exfiltration|Defense evasion|Exploit development|Malware generation|Spearphishing,Spearphishing,Exploit development|Malware development|Obfuscation and evasion|Reconnaissance and target research|Translation and localization|Vulnerability research,Agentic AI|Generative AI|Large language model,,,,,Credentials and passwords|Documents and files,Email|Social media,Hacktivism,Data theft or exfiltration|Ransomware or extortion,Forecast or prediction,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,77,57
pub-086,src-086,,Operation Endgame Quakes Rhadamanthys,Proofpoint,proofpoint.com,2025-11-12,day,metadata,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://www.proofpoint.com/us/blog/threat-insight/operation-endgame-quakes-rhadamanthys,https://www.proofpoint.com/us/blog/threat-insight/operation-endgame-quakes-rhadamanthys,direct,,1,3638,55,4,39,TA547|TA2541|TA547|TA571|TA585|TA866,Operation Endgame,Cryptocurrency|Financial Services|Government|Transportation and Logistics,Russia,Developers|Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation,Command and Control|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access,,Command and control|Data exfiltration|Malicious advertising|Obfuscation|PowerShell execution,Malicious advertisement,Identity fraud and impersonation|Obfuscation and evasion,Agentic AI|Computer vision / OCR|Generative AI,Anthropic,Claude,,DanaBot|DarkGate|Lumma|Remcos|Rhadamanthys|Screenshotter,Credentials and passwords|Cryptocurrency keys or seed phrases|Documents and files,Browser|Email|Endpoint,,Data theft or exfiltration|Ransomware or extortion,Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,19,130
pub-087,src-087,,SugarGh0st RAT Targets American AI Experts,Proofpoint,proofpoint.com,2024-05-14,day,metadata,2024,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://www.proofpoint.com/us/blog/threat-insight/security-brief-artificial-sweetener-sugargh0st-rat-used-target-american,https://www.proofpoint.com/us/blog/threat-insight/security-brief-artificial-sweetener-sugargh0st-rat-used-target-american,direct,,1,1760,40,4,6,SweetSpecter,,Artificial Intelligence|Education|Financial Services|Government|Media|Telecommunications,Africa|China|United States,AI researchers and experts|Employees|Executives,Actions on Objectives|Command and Control|Delivery|Installation,Command and Control|Discovery|Execution|Exfiltration|Impact|Initial Access|Persistence,,Command and control|Data exfiltration|Spearphishing,Spearphishing,,Agentic AI|Generative AI,Anthropic,Claude,,SugarGh0st|SugarGh0st RAT,Credentials and passwords|Documents and files,Email|Endpoint,,Data theft or exfiltration|Ransomware or extortion,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,29,30
pub-088,src-088,,TA547 Targets German Organizations: Rhadamanthys Stealer,Proofpoint,proofpoint.com,2024-04-03,day,metadata,2024,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://www.proofpoint.com/us/blog/threat-insight/security-brief-ta547-targets-german-organizations-rhadamanthys-stealer,https://www.proofpoint.com/us/blog/threat-insight/security-brief-ta547-targets-german-organizations-rhadamanthys-stealer,direct,,1,1612,48,0,3,TA547|TA547,,Financial Services|Government,Africa|Germany,Employees|Executives,Actions on Objectives|Command and Control|Delivery,Command and Control|Discovery|Execution|Exfiltration|Impact|Initial Access,,Business email compromise|Command and control|Data exfiltration|PowerShell execution,Business email compromise,Identity fraud and impersonation|Malware development|Phishing and lure generation,Agentic AI|Generative AI|Large language model,Anthropic|Google|Microsoft|OpenAI,ChatGPT|Claude|Gemini|Microsoft Copilot,,Lumma|NetSupport|NetSupport RAT|Rhadamanthys|StealC,Credentials and passwords|Documents and files,Email|Endpoint,Financial,Data theft or exfiltration|Ransomware or extortion,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,32,41
pub-089,src-089,,Cyber Threat Landscape 2024: What to Expect,Proofpoint,proofpoint.com,2024-01-22,day,metadata,2024,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://www.proofpoint.com/us/blog/threat-insight/threat-landscape-always-changing-what-expect-2024,https://www.proofpoint.com/us/blog/threat-insight/threat-landscape-always-changing-what-expect-2024,direct,,1,1877,29,0,0,TA473|TA577,,Financial Services|Government,Africa,Employees|Executives,Actions on Objectives|Delivery|Exploitation,Discovery|Execution|Exfiltration|Impact|Initial Access,,Data exfiltration,,,Agentic AI|Generative AI,Anthropic,Claude,,DarkGate,Credentials and passwords|Documents and files,Email|Endpoint,Influence / information operations,Data theft or exfiltration|Ransomware or extortion,Forecast or prediction,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,26,41
pub-090,src-090,,How Social Engineering Attacks Are Evolving in 2025,Rapid7,rapid7.com,2025-07-02,day,metadata,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.rapid7.com/blog/post/3-ways-social-engineering-is-evolving-and-what-security-teams-must-do-next/,https://www.rapid7.com/blog/post/3-ways-social-engineering-is-evolving-and-what-security-teams-must-do-next/,direct,,1,1734,25,0,0,Black Basta|Scattered Spider,,Transportation and Logistics,,,Actions on Objectives|Delivery|Exploitation,Exfiltration|Impact|Initial Access|Lateral Movement,,Credential harvesting|Data exfiltration|MFA/session-token theft|Phishing link or attachment,Credential theft,Identity fraud and impersonation,Generative AI,,,,,Credentials and passwords|Documents and files,Email|Endpoint|Messaging platform,,Data theft or exfiltration|Ransomware or extortion,Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,8,59
pub-091,src-091,,How LLMs Like WormGPT Are Reshaping Cybercrime in 2025,Rapid7,rapid7.com,2025-06-26,day,metadata,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.rapid7.com/blog/post/ai-goes-on-offense-how-llms-are-redefining-the-cybercrime-landscape/,https://www.rapid7.com/blog/post/ai-goes-on-offense-how-llms-are-redefining-the-cybercrime-landscape/,direct,,1,2213,52,2,0,,Operation ASTERIX,Critical Infrastructure,Iran|Israel,Employees|Executives,Actions on Objectives|Delivery|Exploitation|Reconnaissance|Weaponization,Credential Access|Defense Evasion|Impact|Initial Access|Reconnaissance,,Business email compromise|Credential theft|Deepfake impersonation|Exploit development|Malware generation|Obfuscation,Business email compromise|Credential theft,Deepfake video or image|Exploit development|Identity fraud and impersonation|Influence operations|Malware development|Obfuscation and evasion|Reconnaissance and target research,Deepfake / synthetic media|Generative AI|Large language model,Hugging Face|Mistral AI|OpenAI|xAI,ChatGPT|Grok|Mistral / Mixtral,DarkBERT|FraudGPT|WormGPT,,Credentials and passwords,Email,Disruption / destruction|Influence / information operations,Ransomware or extortion,Controlled study|Incident response|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,58,63
pub-092,src-092,,Emerging Trends in AI-Related Cyberthreats in 2025 - Rapid7 Blog,Rapid7,rapid7.com,2025-06-23,day,metadata,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.rapid7.com/blog/post/emerging-trends-in-ai-related-cyberthreats-in-2025-impacts-on-organizational-cybersecurity/,https://www.rapid7.com/blog/post/emerging-trends-in-ai-related-cyberthreats-in-2025-impacts-on-organizational-cybersecurity/,direct,,1,1996,55,0,0,APT28 / Fancy Bear|APT31|CyberAv3ngers|FunkSec|Lazarus Group|RansomHub|SweetSpecter|APT28|APT31,Operation ASTERIX,,China|Russia,Employees|Executives,Actions on Objectives|Delivery|Exploitation|Reconnaissance|Weaponization,Defense Evasion|Impact|Initial Access|Reconnaissance|Resource Development,,Business email compromise|Deepfake impersonation|Defense evasion|Malware generation|Ransomware deployment|Spearphishing,Business email compromise|Spearphishing,Deepfake video or image|Identity fraud and impersonation|Influence operations|Malware development|Obfuscation and evasion|Reconnaissance and target research,Deepfake / synthetic media|Generative AI|Large language model,Hugging Face|OpenAI,,FraudGPT|Nytheon AI|WormGPT,FunkSec,Documents and files,Email|Messaging platform,Hacktivism|Influence / information operations,Ransomware or extortion,Incident response|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,63,59
pub-094,src-094,src-093,The Q3 2025 Threat Landscape Report,Rapid7,rapid7.com,2025-11-12,day,publisher_verified_override,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.rapid7.com/research/report/threat-landscape-report-2025-q3/,https://www.rapid7.com/blog/post/tr-rapid7-q3-2025-threat-landscape-report/|https://www.rapid7.com/cdn/assets/bltbd2f1cd70f9e3e7f/691360b9c91291146f1a5308/threat-landscape-report-q3-2025.pdf|https://www.rapid7.com/research/report/threat-landscape-report-2025-q3/,direct,dup-005,2,6040,130,10,0,Akira|APT29 / Cozy Bear|APT41|APT43 / Kimsuky|APT44 / Sandworm|Black Basta|Famous Chollima|FunkSec|Lazarus Group|RansomHub|APT29|APT41|STORM-1175|UNC5221,,Critical Infrastructure|Cryptocurrency|Defense|Financial Services|Government|Healthcare|Legal Services|Technology|Telecommunications|Transportation and Logistics,Canada|China|France|Germany|Iran|North Korea|Russia|Ukraine|United States,Developers|Employees,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance|Weaponization,Collection|Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Persistence|Reconnaissance|Resource Development,T1003|T1018|T1021|T1047|T1059|T1078|T1087|T1133|T1560|T1566,Command and control|Credential theft|Data exfiltration|Deepfake impersonation|Defense evasion|Malware generation|PowerShell execution|Ransomware deployment|Spearphishing|Supply-chain compromise|Voice phishing / vishing,Credential theft|Spearphishing|Supply chain|Vishing,Deepfake video or image|Deepfake voice|Identity fraud and impersonation|Influence operations|Malware development|Obfuscation and evasion|Reconnaissance and target research,Deepfake / synthetic media|Generative AI|Large language model,,,,BRICKSTORM backdoor|FunkSec|LAMEHUG,Credentials and passwords|Cryptocurrency keys or seed phrases|Documents and files|Source code,Browser|Email|Endpoint|SaaS,Disruption / destruction|Financial|Influence / information operations,Credential compromise|Data theft or exfiltration|Ransomware or extortion,Controlled study|Forecast or prediction|In-the-wild observed|Incident response|Proof of concept|Threat landscape report|Underground-market observation,CVE-2007-0671|CVE-2018-0296|CVE-2025-10035|CVE-2025-20333|CVE-2025-20362|CVE-2025-20363|CVE-2025-49704|CVE-2025-49706|CVE-2025-53770|CVE-2025-53771|CVE-2025-54309|CVE-2025-7775|CVE-2026-18577|CVE-2026-19490|CVE-2026-63077|CVE-2026-63520,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,21,154
pub-095,src-095,,2024 Threat Analysis and 2025 Predictions │ Recorded Future Annual Threat Report,Recorded Future,recordedfuture.com,2024,year,url_year_only,2024,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.recordedfuture.com/research/2024-annual-report,https://www.recordedfuture.com/research/2024-annual-report,direct,,1,770,29,2,0,,,Critical Infrastructure|Cryptocurrency|Telecommunications,China|Iran|Russia,,Actions on Objectives|Exploitation,Defense Evasion|Impact|Initial Access,,Credential theft|Defense evasion,,Identity fraud and impersonation|Influence operations|Obfuscation and evasion,Generative AI,,,,AMOS,Credentials and passwords|Financial and payment data,Endpoint|Mobile|SaaS,Disruption / destruction|Influence / information operations,Credential compromise|Ransomware or extortion,Forecast or prediction|Threat landscape report,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,7,25
pub-096,src-096,,2025 Cloud Threat Hunting and Defense Landscape,Recorded Future,recordedfuture.com,2025-10-24,day,text,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.recordedfuture.com/research/2025-cloud-threat-hunting-defense-landscape,https://www.recordedfuture.com/research/2025-cloud-threat-hunting-defense-landscape,direct,,1,19098,112,7,4,APT28 / Fancy Bear|APT41|Scattered Spider|APT28|APT41|STORM-0501|UNC3944|UNC4841,Operation SalmonSlalom,Cryptocurrency|Education|Financial Services|Government|Telecommunications|Transportation and Logistics,Brazil|Canada|China|France|Germany|Iran|Japan|North Korea|Russia|Taiwan|Ukraine|United States,Consumers or individuals|Developers|Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance,Collection|Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Persistence|Privilege Escalation|Reconnaissance|Resource Development,,Business email compromise|Command and control|Credential theft|Data exfiltration|Defense evasion|Fake website or service|MFA/session-token theft|Obfuscation|Password spraying|PowerShell execution|Spearphishing|Supply-chain compromise,Business email compromise|Credential theft|Spearphishing|Supply chain,Identity fraud and impersonation|Obfuscation and evasion|Reconnaissance and target research|Translation and localization|Vulnerability research,Large language model,Hugging Face|OpenAI,ChatGPT,,FatalRAT backdoor|LAMEHUG,Credentials and passwords|Cryptocurrency keys or seed phrases|Documents and files|Financial and payment data|Personally identifiable information|Session cookies or tokens|Source code,Browser|Cloud|Email|Endpoint|Messaging platform|SaaS,Espionage|Financial,Credential compromise|Data theft or exfiltration|Espionage|Ransomware or extortion|Service disruption,Forecast or prediction|In-the-wild observed|Proof of concept,CVE-2021-26855|CVE-2021-26857|CVE-2021-26858|CVE-2021-27065|CVE-2021-43798|CVE-2023-2868|CVE-2023-3519|CVE-2023-7102|CVE-2024-3400|CVE-2025-0282|CVE-2025-61882,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,27,508
pub-097,src-097,,2025 Year in Review: Malicious Infrastructure,Recorded Future,recordedfuture.com,2025,year,publisher_verified_override,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.recordedfuture.com/research/2025-year-in-review-malicious-infrastructure,https://www.recordedfuture.com/research/2025-year-in-review-malicious-infrastructure,direct,,1,1104,17,1,0,,Operation Endgame,,,Executives,Command and Control|Delivery|Installation,Command and Control|Initial Access,,Command and control,,,,,,,AsyncRAT|Cobalt Strike|Lumma|QuasarRAT|Remcos|REMCOS RAT|Vidar,,Mobile,,,Forecast or prediction,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,1,33
pub-098,src-098,,Adversarial Intelligence: Red Teaming Malicious Use Cases for AI,Recorded Future,recordedfuture.com,,unknown,unknown,,forecast_or_assessment,"threat assessment, forecast, or red-team study",context_only,https://www.recordedfuture.com/research/adversarial-intelligence-red-teaming-malicious-use-cases-ai,https://www.recordedfuture.com/research/adversarial-intelligence-red-teaming-malicious-use-cases-ai,direct,,1,414,21,0,0,,,,,Developers|Executives,Actions on Objectives|Reconnaissance,Collection|Defense Evasion|Reconnaissance,,Deepfake impersonation|Defense evasion|Obfuscation,,Deepfake video or image|Identity fraud and impersonation|Influence operations|Obfuscation and evasion|Reconnaissance and target research|Translation and localization,Deepfake / synthetic media|Generative AI|Large language model,,,,,Source code,,Influence / information operations,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,19,16
pub-100,src-100,,Emerging Enterprise Security Risks of AI,Recorded Future,recordedfuture.com,,unknown,unknown,,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.recordedfuture.com/research/emerging-enterprise-security-risks-of-ai,https://www.recordedfuture.com/research/emerging-enterprise-security-risks-of-ai,direct,,1,2091,22,3,0,,,,,Developers|Employees|Executives,Actions on Objectives|Exploitation,Discovery|Execution|Exfiltration|Impact|Initial Access,,Data exfiltration|Prompt injection,,Malware development,Agentic AI,,,,,Credentials and passwords|Documents and files,Social media,,Credential compromise|Data theft or exfiltration|Financial fraud|Service disruption,Forecast or prediction,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,58,38
